,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteratoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumAliphaticHeterocycles,RingCount,MW,LogP,MR,TPSA
450,8,0,0,0,0,0,1,42,1,0,1,1,2.1942900000000005,35.554,0.0
451,8,0,1,1,0,4,2,48,0,0,0,0,1.7087999999999999,22.203999999999994,9.23
452,8,0,0,0,0,0,0,48,0,0,1,1,2.832600000000001,36.79599999999999,0.0
453,8,0,2,2,0,2,2,48,0,0,0,0,1.2055,31.470999999999982,26.3
454,9,0,0,0,0,0,6,54,0,0,0,0,3.5329000000000024,43.57300000000001,0.0
455,9,0,0,0,0,0,5,56,0,0,0,0,3.6128000000000027,43.59700000000001,0.0
456,9,0,2,2,0,2,3,54,0,0,0,0,1.5956,36.087999999999994,26.3
457,10,0,1,1,0,7,3,62,0,0,0,0,2.3528000000000002,22.784999999999997,9.23
458,10,0,1,1,0,7,2,62,0,0,0,0,2.3528000000000002,22.785,9.23
459,10,0,2,2,0,2,7,58,0,0,0,0,2.0868,41.53200000000002,18.46
460,10,0,0,0,0,0,7,60,0,0,0,0,3.9230000000000036,48.190000000000026,0.0
461,10,0,0,0,0,0,6,62,0,0,0,0,4.002900000000003,48.21400000000003,0.0
462,10,2,1,1,1,1,2,54,1,0,1,1,1.52159,43.52940000000002,26.02
463,10,1,2,2,1,2,3,54,1,0,1,1,0.7887899999999999,41.60170000000002,24.92
464,10,4,4,3,3,5,1,54,1,0,1,1,0.32157000000000013,41.297799999999995,74.79
465,10,0,0,0,0,0,7,62,0,0,0,0,4.147000000000004,48.28400000000003,0.0
466,10,1,1,1,1,1,0,52,1,1,2,2,1.60938,42.162700000000015,12.03
467,11,0,0,0,0,4,0,60,1,0,1,1,3.3040900000000004,36.18800000000001,0.0
468,11,3,4,3,3,4,1,58,1,0,1,1,-0.18353000000000003,35.244899999999994,77.76
469,12,1,5,3,1,7,5,70,0,0,0,0,1.157,47.33970000000001,61.77
470,12,2,3,3,1,3,2,62,2,0,2,2,0.5665799999999996,46.58140000000002,43.32
471,12,2,3,3,1,3,2,64,1,0,1,1,1.01018,45.72090000000002,52.32
472,12,2,3,2,1,3,3,64,1,0,1,1,0.66708,45.25290000000002,52.32
473,13,2,4,2,2,4,0,72,0,1,2,2,-0.06630000000000041,46.946400000000025,58.2
474,13,1,4,3,1,4,2,68,1,0,1,1,0.79298,43.83430000000001,63.6
475,13,2,5,3,2,5,2,72,0,1,1,1,0.15879999999999989,44.69640000000001,75.27000000000001
476,13,0,3,2,0,3,1,68,1,1,2,2,1.3201900000000002,48.71600000000003,33.2
477,14,3,3,2,2,3,4,76,1,0,1,1,1.1048900000000001,54.175200000000025,63.32000000000001
478,14,2,5,3,2,5,3,78,0,1,1,1,0.5488999999999998,49.313400000000016,75.27000000000001
479,14,0,3,3,0,3,1,72,2,0,2,2,2.13959,54.928000000000026,26.93
480,14,2,3,3,1,3,4,76,1,0,1,1,1.7903799999999999,54.95490000000002,52.32
481,14,2,3,3,2,5,1,74,1,1,2,2,1.9838899999999997,59.56540000000002,36.42
482,14,1,3,3,1,3,0,74,1,2,3,3,1.40018,54.261700000000026,34.03
483,15,1,3,3,1,4,0,80,1,2,3,3,2.12118,62.109700000000025,34.03
484,15,1,2,1,1,2,2,74,2,0,2,2,2.61707,57.24930000000002,37.3
485,15,0,3,3,0,4,1,78,2,0,2,2,2.27869,54.88600000000002,26.93
486,15,0,3,3,0,4,1,78,2,0,2,2,2.7441900000000015,67.64500000000002,26.93
487,15,2,2,2,1,2,0,76,2,0,3,3,1.7773499999999998,59.23540000000003,38.91
488,15,2,5,3,2,5,4,84,0,1,1,1,0.9389999999999997,53.93040000000002,75.27000000000001
489,15,1,7,6,1,8,6,84,1,0,1,1,-0.28480999999999995,45.99120000000002,90.42
490,15,1,2,1,1,2,4,82,1,0,1,1,2.9637800000000007,60.502800000000036,37.3
491,16,2,5,3,2,5,5,90,0,1,1,1,1.3290999999999995,58.547400000000025,75.27000000000001
492,16,4,8,7,3,8,4,86,2,0,2,2,-1.2409399999999997,52.67690000000001,119.05
493,16,2,5,3,2,5,4,90,0,1,1,1,1.1849999999999998,58.477400000000024,75.27000000000001
494,16,1,2,2,1,3,3,88,1,0,1,1,3.2445900000000023,67.86720000000004,29.1
495,16,6,5,4,4,6,2,82,2,0,2,2,0.55643,64.5292,100.80999999999999
496,17,0,2,2,0,3,3,94,1,1,2,2,2.8310900000000014,81.87400000000004,6.48
497,17,2,2,2,2,3,6,96,1,0,1,1,3.9507800000000026,84.26240000000004,24.06
498,17,2,6,5,2,7,2,94,1,1,2,2,1.20799,56.518500000000024,84.32000000000001
499,17,0,4,4,0,4,2,90,2,0,2,2,1.82498,68.43100000000004,30.17
500,17,2,2,2,2,2,2,88,2,0,2,2,2.389460000000001,66.58960000000003,40.46
501,17,1,3,3,1,7,1,94,1,1,2,2,1.7280800000000003,58.24170000000001,28.16
502,17,2,7,6,2,7,2,90,2,1,3,3,0.2609699999999999,56.28050000000002,93.03
503,17,1,5,3,1,5,1,92,0,1,2,2,1.2012999999999998,60.966700000000024,66.48
504,17,1,3,2,1,3,5,94,1,0,1,1,2.0937099999999997,70.97770000000004,32.34
505,18,2,5,3,2,5,7,102,0,1,1,1,2.1093,67.78140000000003,75.27000000000001
506,18,2,3,3,2,3,8,100,1,0,1,1,1.6356799999999996,74.10750000000003,41.489999999999995
507,18,2,3,1,1,3,0,88,2,1,3,3,2.51656,71.35440000000003,46.33
508,18,1,3,3,1,3,6,100,1,1,2,2,1.9165800000000002,71.89180000000005,32.7
509,18,3,3,4,2,5,1,90,3,0,3,3,2.20424,78.88820000000001,59.14
510,19,1,3,2,1,5,9,106,1,0,1,1,2.9425800000000013,79.57880000000004,40.54
511,19,5,6,4,4,7,3,98,2,0,2,2,0.9326299999999998,74.4205,103.89
512,19,2,5,4,2,7,6,102,1,0,1,1,2.05877,82.56040000000003,73.1
513,19,2,4,2,1,4,0,94,2,2,4,4,2.15876,68.99340000000002,58.86
514,19,2,3,1,1,3,0,94,2,1,4,4,2.617260000000001,72.52540000000003,46.33
515,19,2,4,4,2,4,1,94,3,0,3,3,2.0378299999999996,66.60960000000003,70.67
516,19,1,3,2,1,4,1,94,2,1,3,3,2.63947,75.67370000000003,41.46
517,19,1,2,3,1,3,4,98,2,1,3,3,2.9215600000000013,82.04870000000005,15.27
518,19,2,2,3,1,4,3,98,2,1,3,3,3.314260000000001,82.18640000000003,29.259999999999998
519,19,2,2,2,1,2,3,98,2,1,3,3,2.40146,78.78940000000003,29.259999999999998
520,19,0,2,2,0,2,6,100,2,0,2,2,3.244780000000002,78.70100000000005,12.47
521,19,1,2,2,1,2,0,102,1,1,4,4,2.508570000000001,75.33980000000005,23.47
522,19,1,5,3,1,5,3,102,0,1,1,1,1.3065999999999998,70.78670000000002,66.48
523,19,2,4,4,2,4,9,108,1,0,1,1,1.0960799999999995,75.78650000000005,50.72
524,20,6,8,6,5,10,6,108,1,0,1,1,-0.10756999999999961,82.8332,135.0
525,20,2,2,3,1,4,5,106,2,0,2,2,2.966050000000001,84.65140000000004,29.259999999999998
526,20,0,3,3,0,4,5,106,1,1,2,2,3.0806600000000017,88.10000000000004,36.26
527,20,2,3,3,1,3,4,100,3,0,3,3,3.2075500000000012,77.39340000000003,52.05
528,20,1,2,2,1,2,4,104,2,1,3,3,2.662160000000001,83.66170000000007,15.27
529,20,0,3,2,0,4,1,100,2,1,3,3,2.6637700000000013,80.45400000000004,32.67
530,20,0,3,3,0,3,6,106,2,0,2,2,2.813880000000001,81.10700000000004,25.36
531,21,2,2,2,2,3,0,114,1,0,4,4,2.985370000000002,77.86760000000005,40.46
532,21,2,3,3,2,3,4,110,2,1,3,3,1.9053499999999999,84.71650000000004,35.5
533,21,0,1,1,0,1,3,108,2,0,3,3,3.949760000000003,89.47800000000007,3.24
534,21,1,4,4,1,4,4,114,1,2,3,3,1.87619,79.68980000000005,49.769999999999996
535,21,1,4,3,1,4,7,116,1,1,2,2,2.0603799999999994,83.48970000000006,41.57
536,21,0,2,3,0,4,4,110,2,1,3,3,3.9171600000000026,91.68600000000005,6.48
537,21,2,3,3,2,3,0,108,2,2,4,4,1.9764700000000004,79.80150000000003,41.489999999999995
538,21,0,4,2,0,5,1,106,2,1,3,3,2.2293700000000003,80.59500000000003,40.620000000000005
539,21,1,4,4,1,4,1,112,1,2,4,4,0.8160600000000002,78.05080000000005,41.93000000000001
540,21,0,2,2,0,2,4,110,2,1,3,3,3.004360000000001,88.28900000000006,6.48
541,21,2,4,3,2,6,1,106,2,1,3,3,2.6112700000000006,81.82350000000001,61.69
542,22,6,8,5,5,9,3,112,2,0,2,2,0.44261,85.8472,135.0
543,22,0,4,4,0,5,1,108,3,1,4,4,3.1712700000000016,85.16600000000001,43.07
544,22,1,3,3,1,3,0,114,2,2,4,4,2.3186700000000005,84.42880000000004,32.7
545,22,2,4,4,2,4,11,124,1,0,2,2,1.87628,87.45350000000006,50.72
546,22,0,5,5,0,5,3,118,1,2,3,3,1.8129899999999997,80.07550000000005,55.84
547,22,0,6,5,0,7,2,114,2,1,3,3,1.4195600000000002,73.81700000000002,64.43
548,22,1,2,2,1,5,6,118,2,0,2,2,3.863170000000003,78.65670000000004,21.259999999999998
549,22,2,4,4,1,7,9,124,1,0,1,1,3.092080000000001,78.18240000000003,56.84
550,23,0,3,3,0,5,9,130,1,0,1,1,4.199680000000003,97.78800000000007,29.54
551,23,0,4,4,0,6,1,120,2,1,4,4,4.027290000000003,91.67300000000004,43.07
552,23,1,5,5,1,6,1,114,3,1,4,4,2.6621700000000006,86.4218,63.3
553,23,1,5,5,1,6,2,114,3,1,4,4,2.3551500000000005,86.35180000000003,63.3
554,23,1,2,2,1,2,5,124,1,1,4,4,3.9076900000000037,93.82480000000005,23.47
555,23,1,4,5,1,5,8,124,2,1,3,3,3.1122700000000014,94.58570000000006,37.39
556,23,0,6,5,0,8,2,120,2,1,3,3,1.71516,73.84600000000002,64.43
557,23,0,6,4,0,7,2,116,2,1,3,3,1.6770600000000002,81.23240000000003,75.81
558,23,1,5,4,1,5,2,122,2,2,4,4,1.8352699999999997,87.92020000000005,50.160000000000004
559,24,1,4,4,1,6,2,120,3,1,4,4,3.099250000000002,88.51480000000004,50.41
560,24,1,4,4,1,6,1,120,3,1,4,4,3.406270000000002,88.58480000000003,50.41
561,24,3,6,5,3,6,10,134,1,0,1,1,1.4677699999999996,92.92470000000004,87.66
562,24,1,4,4,1,4,8,128,2,1,3,3,3.050770000000001,96.70870000000006,37.39
563,24,0,6,5,0,8,4,126,2,1,3,3,1.7592600000000003,78.73500000000001,64.43
564,25,0,7,6,0,8,2,128,3,1,4,4,2.5505400000000007,88.97150000000003,77.05
565,25,0,3,2,0,3,6,132,2,1,3,3,3.701380000000002,102.73700000000007,23.550000000000004
566,25,1,5,4,1,6,4,128,3,0,3,3,2.8723600000000005,92.13330000000006,68.53
567,26,1,4,3,1,4,8,138,2,1,3,3,3.299570000000002,103.31520000000005,41.57
568,26,0,6,5,0,7,1,136,2,2,4,4,3.5266600000000023,97.98500000000004,64.43
569,26,1,3,3,1,5,6,138,2,1,3,3,4.425280000000003,103.14530000000003,40.54
570,26,1,8,7,1,9,2,134,3,1,4,4,1.6545399999999997,90.12730000000003,97.28
571,26,0,5,4,0,8,6,144,1,2,3,3,2.189680000000001,91.85000000000007,39.68000000000001
572,26,1,3,3,1,5,6,138,2,1,3,3,4.316180000000004,100.45530000000005,40.54
573,26,1,4,4,1,5,8,140,2,1,3,3,2.946480000000001,105.12280000000004,35.940000000000005
574,26,2,3,3,2,9,2,142,2,1,3,3,3.8553500000000027,79.34450000000001,45.150000000000006
575,26,0,3,4,0,5,4,138,2,2,4,4,3.815850000000003,111.29340000000005,23.55
576,27,1,5,4,1,6,8,144,2,1,3,3,3.038780000000002,105.67280000000007,53.01
577,27,2,9,8,2,10,3,140,3,1,4,4,0.6269399999999996,91.53910000000002,117.51000000000002
578,27,1,5,5,1,5,8,142,3,1,4,4,3.3685500000000017,104.27470000000004,50.53
579,28,0,7,6,0,7,6,152,1,2,4,4,1.70759,105.95000000000005,69.64000000000001
580,28,0,4,4,0,4,6,148,2,1,4,4,3.2721500000000017,108.11250000000005,38.769999999999996
581,28,2,7,6,2,7,9,146,3,0,3,3,2.7405500000000007,106.46440000000003,92.79
582,29,1,3,2,1,3,5,144,4,0,4,4,5.118750000000005,114.53020000000002,41.99
583,29,0,4,5,0,5,7,154,2,2,4,4,3.8776500000000036,121.03150000000008,26.790000000000006
584,29,0,5,5,0,7,6,154,2,2,4,4,3.6509800000000032,124.47350000000003,43.86
585,29,2,7,7,2,8,10,154,3,0,3,3,3.309750000000001,115.34240000000004,87.05
586,30,2,7,5,2,8,5,156,4,1,5,5,4.296140000000004,115.2594,78.82
587,30,2,7,6,2,8,6,160,2,2,4,4,0.14966000000000174,108.51500000000004,74.27000000000001
588,31,1,7,7,1,8,4,164,3,2,5,5,2.8138500000000013,110.48580000000004,84.39
589,31,0,5,4,0,7,6,164,2,2,4,4,3.8864800000000033,121.53750000000002,43.86
590,32,2,6,6,2,7,10,166,4,0,4,4,4.3858200000000025,128.3764,74.16
591,32,0,5,4,0,7,7,170,2,2,4,4,4.276580000000004,126.15450000000006,43.86
592,32,2,4,3,1,4,7,164,3,2,5,5,3.276250000000002,125.07640000000004,55.56
593,34,2,4,3,2,4,1,190,0,0,5,5,6.412600000000007,133.07160000000005,74.6
594,35,4,9,7,3,10,11,192,2,1,3,3,1.8594700000000002,132.7127,131.19000000000003
595,36,6,15,15,5,19,9,192,2,2,4,4,-0.6524299999999992,128.65850000000006,223.08999999999997
596,39,7,12,12,6,12,5,208,2,1,5,5,-1.7141899999999977,128.32840000000007,206.07
597,45,4,9,7,4,9,11,240,3,1,5,5,2.6480600000000036,173.00299999999953,118.03000000000002
598,5,0,0,0,0,3,0,32,0,0,0,0,2.376500000000001,25.963999999999995,0.0
599,5,0,0,0,0,3,1,32,0,0,0,0,2.0289,26.213999999999995,0.0
600,5,0,0,0,0,3,0,30,0,0,0,0,1.9630999999999998,16.152,0.0
601,5,1,1,1,1,1,2,32,0,0,0,0,0.7787999999999999,21.993799999999997,20.23
602,5,0,1,1,0,1,1,30,0,0,0,0,0.9854,20.971999999999994,17.07
603,5,0,1,1,0,1,2,28,0,0,0,0,1.29,21.478999999999992,9.23
604,5,0,1,1,0,1,2,32,0,0,0,0,1.0428000000000002,22.166999999999994,9.23
605,5,1,1,1,1,1,1,32,0,0,0,0,0.6347,21.923799999999996,20.23
606,5,0,2,2,0,2,0,30,0,0,0,0,0.17930000000000001,17.689999999999998,26.3
607,6,0,0,0,0,4,0,38,0,0,0,0,2.5954000000000006,31.009999999999998,0.0
608,6,1,1,1,1,1,3,38,0,0,0,0,1.1689,26.61079999999999,20.23
609,6,0,0,0,0,0,0,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
610,6,0,0,0,0,0,2,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
611,6,0,1,1,0,1,2,36,0,0,0,0,1.3755,25.588999999999988,17.07
612,6,0,0,0,0,0,2,38,0,0,0,0,2.442500000000001,29.74599999999998,0.0
613,6,1,1,1,1,1,1,38,0,0,0,0,1.1673,26.58879999999999,20.23
614,6,0,0,0,0,0,0,30,1,0,1,1,1.6866,26.441999999999993,0.0
615,6,0,0,0,0,0,0,36,0,0,1,1,2.3406000000000002,27.701999999999984,0.0
616,6,0,2,2,0,2,1,36,0,0,0,0,0.5694,22.30699999999999,26.3
617,6,0,0,0,0,0,0,36,0,0,1,1,2.1965000000000003,27.631999999999984,0.0
618,20,0,2,2,0,2,0,102,2,2,4,4,2.5391600000000007,81.65200000000006,6.48
619,23,0,3,3,0,5,1,114,3,1,4,4,3.915370000000002,87.32900000000004,30.18
620,19,1,7,6,1,7,2,98,2,1,3,3,-0.021260000000000112,60.21030000000002,86.99000000000001
621,20,0,3,3,0,3,0,102,2,2,4,4,1.9341599999999997,79.44700000000005,19.37
622,21,2,4,4,2,4,0,110,1,2,5,5,0.1638599999999999,75.82460000000003,52.93
623,8,0,0,0,0,0,0,42,1,0,1,1,2.19402,35.384,0.0
624,15,4,4,3,3,5,2,76,2,0,2,2,1.3548399999999998,60.9408,74.79
625,11,0,2,2,0,2,3,60,1,0,1,1,1.13099,46.229000000000035,16.130000000000003
626,17,1,5,4,1,5,2,88,2,0,2,2,1.78507,60.74330000000002,72.19
627,40,4,7,6,4,8,9,218,2,1,4,4,4.0677800000000035,160.02049999999969,101.9
628,20,1,5,4,1,5,1,100,2,1,4,4,1.39997,73.32120000000002,58.120000000000005
629,6,0,0,0,0,0,3,38,0,0,0,0,2.5866000000000007,29.81599999999998,0.0
630,12,0,2,2,0,2,1,64,1,1,2,2,1.79359,48.576000000000036,16.130000000000003
631,30,0,5,4,0,6,6,158,2,2,4,4,3.1239800000000013,113.83750000000003,43.86
632,9,0,0,0,0,0,6,56,0,0,0,0,3.7569000000000026,43.667000000000016,0.0
633,20,1,2,3,1,4,4,104,2,1,3,3,3.5749600000000026,87.05870000000004,15.27
634,20,1,4,2,1,5,1,100,2,1,3,3,2.20507,75.81470000000003,49.410000000000004
635,19,1,3,2,1,4,1,94,2,1,3,3,2.639470000000001,75.67370000000003,41.46
636,11,1,2,2,1,2,1,58,1,1,2,2,1.4513900000000002,43.948700000000024,24.92
637,24,1,2,4,1,4,4,126,2,2,4,4,4.315650000000003,106.06670000000005,15.27
638,32,1,6,6,1,6,13,174,2,0,2,2,2.7918200000000013,124.05670000000006,72.74000000000001
639,12,2,5,3,2,5,1,66,0,1,1,1,-0.23130000000000006,40.0794,75.27000000000001
640,8,0,0,0,0,0,5,50,0,0,0,0,3.3668000000000022,39.05,0.0
641,22,1,4,5,1,5,0,114,2,2,4,4,2.18797,91.04370000000006,30.869999999999997
642,19,1,2,2,1,3,0,96,2,2,4,4,2.882060000000001,74.56770000000003,21.259999999999998
643,20,0,2,2,0,3,0,102,2,2,4,4,3.224260000000002,79.19500000000005,12.47
644,17,2,5,3,2,5,6,96,0,1,1,1,1.7192,63.16440000000003,75.27000000000001
645,20,2,4,3,2,5,1,100,2,1,3,3,1.9578700000000002,76.81350000000002,61.69
646,3,0,1,1,0,1,0,18,0,1,1,1,0.016600000000000004,10.819,12.53
647,8,0,0,0,0,0,0,42,1,0,1,1,2.19402,35.38399999999999,0.0
648,31,1,7,7,1,8,4,164,3,2,5,5,3.3339500000000015,110.35180000000004,84.39
649,11,2,3,2,2,3,1,58,1,0,1,1,0.5075799999999999,40.976500000000016,49.33
650,13,1,6,5,1,6,0,68,2,0,2,2,0.3316599999999998,44.58570000000001,72.68
651,30,1,5,4,1,7,6,158,2,2,4,4,3.5442800000000023,116.91020000000005,52.650000000000006
652,5,0,0,0,0,0,2,32,0,0,0,0,2.1965000000000003,25.19899999999999,0.0
653,21,1,2,2,1,2,2,114,1,1,3,3,3.310770000000003,86.59380000000004,23.47
654,16,2,5,3,2,5,4,90,0,1,1,1,1.1849999999999998,58.477400000000024,75.27000000000001
655,9,0,2,2,0,2,4,54,0,0,0,0,1.7397,36.157999999999994,26.3
656,10,0,4,4,0,4,0,54,1,1,2,2,0.3447899999999998,35.105999999999995,43.6
657,6,0,0,0,0,4,0,36,0,0,0,0,3.0682,30.438000000000002,0.0
658,11,1,1,1,1,1,3,60,1,0,1,1,1.78229,48.401700000000034,12.03
659,18,0,1,1,0,1,2,98,1,1,3,3,4.277190000000004,76.36300000000006,3.24
660,21,0,3,3,0,4,4,110,2,1,3,3,2.27926,87.22740000000006,23.55
661,25,1,5,4,1,5,2,130,2,2,4,4,2.3882600000000007,96.79670000000006,44.81
662,23,1,4,4,1,4,5,118,3,0,3,3,3.6791500000000026,89.55280000000003,47.16
663,13,0,2,1,0,2,1,70,1,0,1,1,2.35959,54.722400000000036,26.07
664,20,1,5,4,1,5,1,108,1,2,3,3,0.8761699999999999,76.61570000000005,44.81
665,25,0,3,2,0,4,4,128,3,0,3,3,4.562550000000004,100.24150000000006,33.2
666,16,2,4,2,2,4,2,84,1,1,2,2,0.4831899999999996,59.297400000000025,58.2
667,17,2,4,4,1,4,6,94,1,0,1,1,1.33208,67.83490000000003,55.56
668,20,0,2,3,0,3,4,104,2,1,3,3,3.263760000000002,86.67600000000006,6.48
669,3,0,0,0,0,0,0,18,0,0,0,0,1.1923000000000001,15.871000000000002,0.0
670,13,1,1,1,1,1,2,72,1,0,1,1,3.067170000000002,55.142800000000044,20.23
671,19,2,3,3,2,3,6,102,2,0,2,2,1.6866699999999997,75.77250000000004,41.489999999999995
672,7,0,2,2,0,2,2,42,0,0,0,0,0.9595,26.923999999999985,26.3
